well/sample,well,gof_vr_max,gof_aft_max,gof_T_max,gof_aft_T_max,cooling_vr_best,cooling_vr_min,cooling_vr_max,cooling_aft_best,cooling_aft_min,cooling_aft_max,cooling_at_best,cooling_at_min,cooling_at_max,cooling_at_est_best,cooling_at_est_min,cooling_at_est_max,exhumation_vr_best,exhumation_vr_min,exhumation_vr_max,exhumation_aft_best,exhumation_aft_min,exhumation_aft_max,exhumation_at_best,exhumation_at_min,exhumation_at_max,exhumation_at_est_best,exhumation_at_est_min,exhumation_at_est_max,heat_flow_best,heat_flow_min,heat_flow_max,borehole,long,lat,x_swiss_grid,y_swiss_grid,distance_thrust_front,distance_thrust_front_perpendicular,distance_thrust_front_parallel,elevation_dem,relief,borehole_loc,long_loc,lat_loc,x_swiss_grid_loc,y_swiss_grid_loc,outcrop_or_borehole,cooling_min,cooling_best,cooling_max,data_type,x_swiss_coords,y_swiss_coords,tectonic_unit,strat_unit,sample_id2,elevation,depth,Rr,s,n,A,MA,source,cooling_surface_vr_min,cooling_surface_vr_best,cooling_surface_vr_max
RH70,RH70,,1.0,,,,,,85.3407892341,76.01167102969998,116.5980020343,,,,97.6972973709,79.8966992423,109.178891448,,,,,2000.0,4500.0,,,,3000.0,2500.0,4000.0,,0.065,0.065,,8.247937,47.082715,661457.094976,214950.336275,6011.0857539393055,6011.0857539393055,268657.55293843173,507.7009887695313,1309.492919921875,,8.247937,47.082715,661457.094976,214950.336275,outcrop,79.8966992423,97.6972973709,109.178891448,aft,661457.094976,214950.336275,,,,,,,,,,,,,,
RV15,RV15,,0.9996686489,,,,,,77.6982387929,0.0,108.053401193,,,,77.8840431259,0.0,107.5380439759,,,,,0.0,4500.0,,,,2500.0,0.0,3500.0,,0.065,0.065,,8.4661409761,47.0440706389,678082.46765,210848.382739,-6555.06659072665,-6555.06659072665,280337.5875526151,1422.7939453125,1804.4869384765625,,8.4661409761,47.0440706389,678082.46765,210848.382739,outcrop,0.0,77.8840431259,107.5380439759,aft,678082.46765,210848.382739,,,,,,,,,,,,,,
RV20,RV20,,0.9999997692,,,,,,84.494984911,73.3208633058,114.8045567102,,,,95.9039857706,77.8840431259,107.5380439759,,,,,2000.0,4500.0,,,,3000.0,2500.0,3500.0,,0.065,0.065,,8.4613497836,47.0426739274,677720.419733,210688.363795,-6440.368022577139,-6440.368022577139,279958.73534514185,1386.6910400390625,1633.5040283203125,,8.4613497836,47.0426739274,677720.419733,210688.363795,outcrop,77.8840431259,95.9039857706,107.5380439759,aft,677720.419733,210688.363795,,,,,,,,,,,,,,
RV25,RV25,,0.9999999978,,,,,,84.494984911,73.3208633058,114.8045567102,,,,95.9039857706,77.8840431259,108.6510521101,,,,,2000.0,4500.0,,,,3000.0,2500.0,4000.0,,0.065,0.065,,8.4624946317,47.0426637214,677807.43113,210688.363705,-6497.094771681318,-6497.094771681318,280024.713062168,1379.60400390625,1757.5771484375,,8.4624946317,47.0426637214,677807.43113,210688.363705,outcrop,77.8840431259,95.9039857706,108.6510521101,aft,677807.43113,210688.363705,,,,,,,,,,,,,,
RV30a,RV30a,,1.0,,,,,,84.494984911,77.6982387929,114.8045567102,,,,95.9039857706,77.8840431259,108.6510521101,,,,,2000.0,4500.0,,,,3000.0,2500.0,4000.0,,0.065,0.065,,8.4510983427,47.0420450577,676942.317599,210608.35493,-5993.549564467571,-5993.549564467571,279308.28415814426,1079.301025390625,1218.31298828125,,8.4510983427,47.0420450577,676942.317599,210608.35493,outcrop,77.8840431259,95.9039857706,108.6510521101,aft,676942.317599,210608.35493,,,,,,,,,,,,,,
RV30b,RV30b,,1.0,,,,,,82.29881879779998,72.423207554,114.8045567102,,,,95.9039857706,77.8840431259,107.5380439759,,,,,2000.0,4500.0,,,,3000.0,2500.0,3500.0,,0.065,0.065,,8.4510983427,47.0420450577,676942.317599,210608.35493,-5993.549564467571,-5993.549564467571,279308.28415814426,1079.301025390625,1218.31298828125,,8.4510983427,47.0420450577,676942.317599,210608.35493,outcrop,77.8840431259,95.9039857706,107.5380439759,aft,676942.317599,210608.35493,,,,,,,,,,,,,,
RV30c,RV30c,,1.0,,,,,,87.7954876552,49.9932532571,111.3474566807,,,,96.77481709850002,49.9932532571,107.5380439759,,,,,1500.0,4500.0,,,,3500.0,1500.0,3500.0,,0.065,0.065,,8.4508419527,47.042407193,676922.315099,210648.35978,-5950.189833609207,-5950.189833609207,279319.2578434715,1079.301025390625,1218.31298828125,,8.4508419527,47.042407193,676922.315099,210648.35978,outcrop,49.9932532571,96.77481709850002,107.5380439759,aft,676922.315099,210648.35978,,,,,,,,,,,,,,
Rigi,Rigi,,0.9999999254,,,,,,44.8454431267,0.0,61.674609268199994,,,,36.3533943882,13.3456789386,36.3533943882,,,,,0.0,2500.0,,,,750.0,250.0,1000.0,,0.065,0.065,Rigi,8.4262661127,47.0343441935,675066.069574,209728.250507,-5434.906575195109,-5434.906575195109,277312.48043587484,469.78900146484375,1078.072998046875,,,,,,borehole,13.3456789386,36.3533943882,36.3533943882,aft,675066.069574,209728.250507,,,,,,,,,,,,,,
Romanens,Romanens,,0.999994054,0.2419282289,0.54447206065,,,,45.7881190842,0.0,72.77343186609998,0.0,,,0.0,,,,,,,0.0,3000.0,,,,,,,,,,Romanens,6.9716392751,46.6585020829,564255.734962,167581.216243,-225.859630287863,-225.859630287863,151574.95910349942,956.1950073242188,217.2959899902344,Romanens,6.9716392751,46.6585020829,564255.734962,167581.216243,borehole,,0.0,,aft,564255.734962,167581.216243,,,,,,,,,,,,,,
Savigny,Savigny,0.5385238197,0.9298545982,0.8396444962999998,0.824684129,62.8647451192,,,0.0,0.0,66.6485808562,20.8334029291,11.0414562901,32.360812309800004,20.8334029291,11.0414562901,32.360812309800004,,,,,0.0,2250.0,,250.0,500.0,,250.0,500.0,,0.07,0.08,Savigny,6.738949879,46.54821,546336.432499,155453.70051199998,-676.3742812212865,-676.3742812212865,128181.51114115455,836.2979736328125,124.2979736328125,Savigny,6.738949879,46.54821,546336.432499,155453.700512,borehole,11.0414562901,20.8334029291,32.360812309800004,aft,546336.432499,155453.70051199998,,,,,,,,,,,,,,
Thun,Thun,,0.8170418713999998,0.7165675729000001,0.6400172724,,,,46.7002657472,14.1364802988,51.9751980847,7.2363563005,,,7.2363563005,,,,,,,500.0,2000.0,,,,,,,,,,Thun,7.7059860228,46.7591581056,620424.972651,178698.542905,-3796.3403114720245,-3796.3403114720245,212165.4563346019,1117.0,1027.4080810546875,Thun,7.7059860228,46.7591581056,620424.972651,178698.542905,borehole,,7.2363563005,,aft,620424.972651,178698.542905,,,,,,,,,,,,,,
Tuggen,Tuggen,,0.8026913144999998,,,,,,61.9206021672,61.46966647439999,77.2936330398,,,,61.9206021672,61.46966647439999,77.2936330398,,,,,2250.0,3000.0,,,,2500.0,2250.0,3000.0,,0.05,0.055,Tuggen,8.9550840072,47.2008334896,714897.4835420001,228875.499508,-402.6795885661935,-402.6795885661935,325927.723378866,407.4010009765625,0.0,Tuggen,8.9550840072,47.2008334896,714897.483542,228875.499508,borehole,61.46966647439999,61.9206021672,77.2936330398,aft,714897.4835420001,228875.499508,,,,,,,,,,,,,,
Weggis,Weggis,0.3618288242,0.6657612778,1.0,0.8264927024499998,101.1826118881,,,54.197332985,,,57.508167582,25.494388686399997,67.590004075,57.508167582,25.494388686399997,67.590004075,,,,,,,,500.0,1250.0,,500.0,1250.0,,0.08,0.0899999999999999,Weggis,8.425162397200001,47.033015535299995,674984.041826,209579.496861,-5494.000893236218,-5494.000893236218,277153.21945441514,435.5960083007813,1178.761962890625,Weggis,8.4251623972,47.0330155353,674984.041826,209579.496861,borehole,25.494388686399997,57.508167582,67.590004075,aft,674984.041826,209579.496861,,,,,,,,,,,,,,
RS37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.947893,46.018256,,,9575.685861929238,9575.685861929238,36917.22006993587,,,,,,,,outcrop,46.473387376014045,65.11000004298351,86.60550674343811,vr,484550.0,97400.0,Plateau Molass,OMM,,340.0,0.0,0.45,0.04,50.0,0.0,V,PhD thesis Roland Schegg (1993),46.473387376014045,65.11000004298351,86.60550674343811
RS65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.825318,46.036358,,,18591.144826634707,18591.144826634707,36520.65279939864,,,,,,,,outcrop,44.30524816271383,61.01996673629585,80.77456313648327,vr,475100.0,99600.0,Plateau Molass,OMM,,420.0,0.0,0.43,0.03,50.0,0.0,V,PhD thesis Roland Schegg (1993),44.30524816271383,61.01996673629585,80.77456313648327
RS66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.839944,45.978085,,,15514.422786633299,15514.422786633299,36520.65279939864,,,,,,,,outcrop,44.30524816271383,61.01996673629585,80.77456313648327,vr,476100.0,93100.0,Plateau Molass,OMM,,,0.0,0.43,0.03,49.0,1.0,C,PhD thesis Roland Schegg (1993),44.30524816271383,61.01996673629585,80.77456313648327
RS69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.902584,45.930374,,,9303.584562258424,9303.584562258424,29495.04494691771,,,,,,,,outcrop,42.0822135573376,58.90303993506606,78.7460732081933,vr,480850.0,87700.0,Plateau Molass,OMM,,350.0,0.0,0.42,0.03,50.0,1.0,C,PhD thesis Roland Schegg (1993),42.0822135573376,58.90303993506606,78.7460732081933
RS71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.924234,45.846996,,,8377.175534370506,8377.175534370506,22788.743635944727,,,,,,,,outcrop,9.794074237369912,34.438458484445334,60.680301862138414,vr,482350.0,78400.0,Plateau Molass,OMM,,390.0,0.0,0.32,0.05,50.0,1.0,C,PhD thesis Roland Schegg (1993),9.794074237369912,34.438458484445334,60.680301862138414
RS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.012775,46.213928,,,14421.831159283654,14421.831159283654,60892.895981005706,,,,,,,,outcrop,50.65537663651268,70.91622346130654,93.84785430951337,vr,489970.0,119055.0,Plateau Molass,USM,,282.0,0.0,0.48,0.05,50.0,1.0,C,PhD thesis Roland Schegg (1993),50.65537663651268,70.91622346130654,93.84785430951337
RS206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.136676,45.250536,,,-51483.19354471418,-51483.19354471418,0.0,,,,,,,,outcrop,54.64720842850282,70.91622346130654,90.2977021460619,vr,497750.0,11800.0,Plateau Molass,USM,,392.0,0.0,0.48,0.03,50.0,0.0,C,PhD thesis Roland Schegg (1993),54.64720842850282,70.91622346130654,90.2977021460619
RS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.327321,46.188181,,,-5652.289594591925,-5652.289594591925,69908.23973639832,,,,,,,,outcrop,72.26713431521804,86.37677273676137,103.74582061693444,vr,514200.0,115800.0,Subalpine Molasse,USM,,800.0,0.0,0.57,0.02,50.0,0.0,V,PhD thesis Roland Schegg (1993),72.26713431521804,86.37677273676137,103.74582061693444
Weid93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.221891,46.152905,,,-2266.0782568066766,-2266.0782568066766,65285.38576113155,,,,,,,,outcrop,62.12450484278827,79.83096010749175,100.56300257595142,vr,506000.0,112000.0,Subalpine Molasse,USM,,600.0,0.0,0.53,0.04,51.0,1.0,C,PhD thesis Roland Schegg (1993),62.12450484278827,79.83096010749175,100.56300257595142
RS81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.097229,45.905878,,,-5299.179461918591,-5299.179461918591,30758.11710268392,,,,,,,,outcrop,56.577070218057884,76.37033199545215,98.92946300364609,vr,495900.0,84700.0,Subalpine Molasse,USM,,420.0,0.0,0.51,0.05,100.0,1.0,V,PhD thesis Roland Schegg (1993),56.577070218057884,76.37033199545215,98.92946300364609
RS82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.103282,46.027406,,,-1333.635950722383,-1333.635950722383,46306.2012411996,,,,,,,,outcrop,52.67397534798662,69.02214849080293,88.47006665272471,vr,496600.0,98200.0,Subalpine Molasse,USM,,760.0,0.0,0.47,0.03,50.0,0.0,V,PhD thesis Roland Schegg (1993),52.67397534798662,69.02214849080293,88.47006665272471
RS83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.119114,46.013648,,,2349.0113532617956,2349.0113532617956,44004.24189936154,,,,,,,,outcrop,60.3140246851729,78.11728471229827,98.92946300364609,vr,497800.0,96650.0,Subalpine Molasse,USM,,605.0,0.0,0.52,0.04,50.0,0.0,V,PhD thesis Roland Schegg (1993),60.3140246851729,78.11728471229827,98.92946300364609
RS89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.132797,46.06239,,,-2528.204502956693,-2528.204502956693,51834.72129328028,,,,,,,,outcrop,58.46542636904028,76.37033199545215,97.26648870730416,vr,498950.0,102050.0,Subalpine Molasse,USM,,870.0,0.0,0.51,0.04,51.0,0.0,V,PhD thesis Roland Schegg (1993),58.46542636904028,76.37033199545215,97.26648870730416
RS92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14865,46.075169,,,-2729.520027110876,-2729.520027110876,54740.92188445869,,,,,,,,outcrop,48.58927715202983,74.58878391649459,102.16813131951626,vr,500200.0,103450.0,Subalpine Molasse,USM,,860.0,0.0,0.5,0.08,100.0,1.0,V,PhD thesis Roland Schegg (1993),48.58927715202983,74.58878391649459,102.16813131951626
RS93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.155641,46.080197,,,-2676.5704955876263,-2676.5704955876263,55316.762114858415,,,,,,,,outcrop,52.67397534798663,70.91622346130654,92.0898473192407,vr,500750.0,104000.0,Subalpine Molasse,USM,,850.0,0.0,0.48,0.04,50.0,1.0,V,PhD thesis Roland Schegg (1993),52.67397534798663,70.91622346130654,92.0898473192407
RS94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.166065,46.076716,,,-3507.874831134362,-3507.874831134362,55686.49120740081,,,,,,,,outcrop,56.577070218057884,74.58878391649459,95.57299942426182,vr,501550.0,103600.0,Subalpine Molasse,USM,,760.0,0.0,0.5,0.04,50.0,1.0,V,PhD thesis Roland Schegg (1993),56.577070218057884,74.58878391649459,95.57299942426182
RS128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.232466,46.026167,,,-11123.15543766193,-11123.15543766193,55687.62427629214,,,,,,,,outcrop,139.29334237130732,157.02309774372813,178.06575406558034,vr,506600.0,97900.0,Subalpine Molasse,USM,,670.0,0.0,1.25,0.07,50.0,1.0,V,PhD thesis Roland Schegg (1993),139.29334237130732,157.02309774372813,178.06575406558034
RS137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.240086,46.164346,,,-1997.4953376831695,-1997.4953376831695,67522.79796675808,,,,,,,,outcrop,65.63718032010813,83.16338693234049,103.74582061693448,vr,507425.0,113250.0,Subalpine Molasse,USM,,460.0,0.0,0.55,0.04,21.0,1.0,V,PhD thesis Roland Schegg (1993),65.63718032010813,83.16338693234049,103.74582061693448
RS234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.230188,46.158168,,,-2181.5036895146764,-2181.5036895146764,66234.62094548231,,,,,,,,outcrop,62.12450484278827,81.5126023038201,103.74582061693448,vr,506650.0,112575.0,Subalpine Molasse,USM,,460.0,0.0,0.54,0.05,50.0,1.0,V,PhD thesis Roland Schegg (1993),62.12450484278827,81.5126023038201,103.74582061693448
RS112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.212435,45.969272,,,-9497.809748402247,-9497.809748402247,42556.64592099167,,,,,,,,outcrop,58.46542636904028,79.83096010749175,103.74582061693448,vr,504950.0,91600.0,Subalpine Molasse,UMM,,700.0,0.0,0.53,0.06,50.0,1.0,V,PhD thesis Roland Schegg (1993),58.46542636904028,79.83096010749175,103.74582061693448
RS129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28006,46.035214,,,-13045.24187749112,-13045.24187749112,57334.420048294545,,,,,,,,outcrop,56.577070218057884,74.58878391649459,95.57299942426182,vr,510300.0,98850.0,Subalpine Molasse,UMM,,820.0,0.0,0.5,0.04,50.0,0.0,V,PhD thesis Roland Schegg (1993),56.577070218057884,74.58878391649459,95.57299942426182
RS131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.279433,46.034308,,,-13073.054755727448,-13073.054755727448,57334.420048294545,,,,,,,,outcrop,44.30524816271383,65.11000004298351,88.47006665272471,vr,510250.0,98750.0,Subalpine Molasse,UMM,,830.0,0.0,0.45,0.05,101.0,0.0,C,PhD thesis Roland Schegg (1993),44.30524816271383,65.11000004298351,88.47006665272471
RS133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.310214,46.044967,,,-14322.805615588059,-14322.805615588059,57516.59619104009,,,,,,,,outcrop,78.43143165771534,96.79760959565424,118.19598261809095,vr,512650.0,99900.0,Subalpine Molasse,UMM,,740.0,0.0,0.64,0.05,50.0,0.0,V,PhD thesis Roland Schegg (1993),78.43143165771534,96.79760959565424,118.19598261809095
RS144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.353988,46.052595,,,-16960.60834964125,-16960.60834964125,57516.59619104009,,,,,,,,outcrop,97.12708526287697,116.87277231167886,139.58955080112395,vr,516050.0,100700.0,Subalpine Molasse,UMM,,580.0,0.0,0.8,0.07,50.0,0.0,C,PhD thesis Roland Schegg (1993),97.12708526287697,116.87277231167886,139.58955080112395
Wi2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.291276,46.054672,,,-12510.958940281951,-12510.958940281951,57516.59619104009,,,,,,,,outcrop,65.63718032010813,86.37677273676137,109.7999628246538,vr,511200.0,101000.0,Subalpine Molasse,UMM,,700.0,0.0,0.57,0.06,62.0,0.0,V,PhD thesis Roland Schegg (1993),65.63718032010813,86.37677273676137,109.7999628246538
RS12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.376718,46.046514,,,-18460.88778095821,-18460.88778095821,69908.23973639832,,,,,,,,outcrop,93.44241134316275,114.5950496891595,138.52257271602662,vr,517800.0,100000.0,Subalpine Chains,UMM,,680.0,0.0,0.78,0.08,92.0,0.0,C,PhD thesis Roland Schegg (1993),93.44241134316275,114.5950496891595,138.52257271602662
RS114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.215413,45.951492,,,-10473.422584897678,-10473.422584897678,42556.64592099167,,,,,,,,outcrop,58.46542636904028,83.16338693234049,109.7999628246538,vr,505150.0,89620.0,Subalpine Chains,UMM,,910.0,0.0,0.55,0.08,100.0,1.0,C,PhD thesis Roland Schegg (1993),58.46542636904028,83.16338693234049,109.7999628246538
RS119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.204513,45.920154,,,-11790.819956727008,-11790.819956727008,34339.69055889684,,,,,,,,outcrop,73.84925237593133,98.1924474283229,124.65264100434605,vr,504250.0,86150.0,Subalpine Chains,UMM,,600.0,0.0,0.65,0.09,100.0,1.0,V,PhD thesis Roland Schegg (1993),73.84925237593133,98.1924474283229,124.65264100434605
RS120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.204513,45.920154,,,-11790.819956727008,-11790.819956727008,34339.69055889684,,,,,,,,outcrop,67.3421887812391,84.78442606941375,105.29699286879327,vr,504250.0,86150.0,Subalpine Chains,UMM,,600.0,0.0,0.56,0.04,50.0,1.0,V,PhD thesis Roland Schegg (1993),67.3421887812391,84.78442606941375,105.29699286879327
RS122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.192818,45.924254,,,-10805.853315539314,-10805.853315539314,34339.69055889684,,,,,,,,outcrop,62.12450484278827,79.83096010749175,100.56300257595142,vr,503350.0,86620.0,Subalpine Chains,UMM,,540.0,0.0,0.53,0.04,50.0,1.0,V,PhD thesis Roland Schegg (1993),62.12450484278827,79.83096010749175,100.56300257595142
RS124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.193446,45.92498,,,-10837.117536593943,-10837.117536593943,34339.69055889684,,,,,,,,outcrop,63.898407129945234,83.16338693234049,105.29699286879327,vr,503400.0,86700.0,Subalpine Chains,UMM,,570.0,0.0,0.55,0.05,50.0,1.0,V,PhD thesis Roland Schegg (1993),63.898407129945234,83.16338693234049,105.29699286879327
RS134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.341161,46.02863,,,-17316.33651773292,-17316.33651773292,57516.59619104009,,,,,,,,outcrop,79.90718365240433,99.56598919317709,122.12391908486178,vr,515020.0,98050.0,Subalpine Chains,UMM,,1060.0,0.0,0.66,0.06,100.0,0.0,C,PhD thesis Roland Schegg (1993),79.90718365240433,99.56598919317709,122.12391908486178
RS147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.360744,46.037636,,,-18138.005542260442,-18138.005542260442,57516.59619104009,,,,,,,,outcrop,76.93045191489551,96.79760959565424,119.52395626918522,vr,516550.0,99030.0,Subalpine Chains,UMM,,840.0,0.0,0.64,0.06,50.0,0.0,V,PhD thesis Roland Schegg (1993),76.93045191489551,96.79760959565424,119.52395626918522
RS131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.391703,46.039907,,,-19695.891533163256,-19695.891533163256,69908.23973639832,,,,,,,,outcrop,73.84925237593131,90.9913861773312,111.25341926385407,vr,518950.0,99250.0,Subalpine Chains,UMM,,880.0,0.0,0.6,0.04,101.0,0.0,C,PhD thesis Roland Schegg (1993),73.84925237593131,90.9913861773312,111.25341926385407
RS186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.464517,46.049558,,,-22470.25192139891,-22470.25192139891,69908.23973639832,,,,,,,,outcrop,79.90718365240431,98.1924474283229,119.52395626918525,vr,524600.0,100250.0,Subalpine Chains,UMM,,900.0,0.0,0.65,0.05,108.0,0.0,C,PhD thesis Roland Schegg (1993),79.90718365240431,98.1924474283229,119.52395626918525
RS191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.457099,46.016657,,,-24769.368359147385,-24769.368359147385,69908.23973639832,,,,,,,,outcrop,94.68789572598592,111.06654889335582,130.68698431111326,vr,523980.0,96600.0,Subalpine Chains,UMM,,1640.0,0.0,0.75,0.04,50.0,1.0,V,PhD thesis Roland Schegg (1993),94.68789572598592,111.06654889335582,130.68698431111326
RS196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.274879,45.975334,,,-14066.19082736489,-14066.19082736489,42556.64592099167,,,,,,,,outcrop,69.0147189077051,86.37677273676137,106.82252473253477,vr,509800.0,92200.0,Subalpine Chains,UMM,,750.0,0.0,0.57,0.04,96.0,1.0,C,PhD thesis Roland Schegg (1993),69.0147189077051,86.37677273676137,106.82252473253477
RS203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.187363,45.768375,,,-9609.604955647674,-9609.604955647674,14411.574859489885,,,,,,,,outcrop,52.67397534798663,72.77124254317327,95.57299942426182,vr,502650.0,69300.0,Subalpine Chains,Eocene fm.,,980.0,0.0,0.49,0.05,50.0,1.0,D,PhD thesis Roland Schegg (1993),52.67397534798663,72.77124254317327,95.57299942426182
RS204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.187363,45.768375,,,-9609.604955647674,-9609.604955647674,14411.574859489885,,,,,,,,outcrop,56.577070218057884,76.37033199545215,98.92946300364609,vr,502650.0,69300.0,Subalpine Chains,Eocene fm.,,980.0,0.0,0.51,0.05,50.0,1.0,V,PhD thesis Roland Schegg (1993),56.577070218057884,76.37033199545215,98.92946300364609
Wi2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.643127,46.028023,,,-35000.389321565126,-35000.389321565126,69908.23973639832,,,,,,,,outcrop,159.77492554626454,179.79245631446204,203.02994278521484,vr,538400.0,97700.0,Subalpine Chains,Eocene fm.,,1170.0,0.0,1.61,0.12,51.0,1.0,V,PhD thesis Roland Schegg (1993),159.77492554626454,179.79245631446204,203.02994278521484
Wi2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.643127,46.028023,,,-35000.389321565126,-35000.389321565126,69908.23973639832,,,,,,,,outcrop,151.11105463178532,175.20724808352227,201.9567611997667,vr,538400.0,97700.0,Subalpine Chains,Eocene fm.,,1170.0,0.0,1.53,0.18,50.0,1.0,V,PhD thesis Roland Schegg (1993),151.11105463178532,175.20724808352227,201.9567611997667
RS325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78725,46.633835,,,5313.3255979806545,5313.3255979806545,135739.83372839904,,,,,,,,outcrop,58.46542636904028,76.37033199545215,97.26648870730416,vr,550120.0,164940.0,Plateau Molasse,OMM,,580.0,0.0,0.51,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),58.46542636904028,76.37033199545215,97.26648870730416
RS326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.807524,46.642316,,,5687.175673788456,5687.175673788456,136253.74374087024,,,,,,,,outcrop,52.67397534798663,67.0873376182847,84.70249960325413,vr,551680.0,165870.0,Plateau Molasse,OMM,,535.0,0.0,0.46,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),52.67397534798663,67.0873376182847,84.70249960325413
