well/sample,well,gof_vr_max,gof_aft_max,gof_T_max,gof_aft_T_max,cooling_vr_best,cooling_vr_min,cooling_vr_max,cooling_aft_best,cooling_aft_min,cooling_aft_max,cooling_at_best,cooling_at_min,cooling_at_max,cooling_at_est_best,cooling_at_est_min,cooling_at_est_max,exhumation_vr_best,exhumation_vr_min,exhumation_vr_max,exhumation_aft_best,exhumation_aft_min,exhumation_aft_max,exhumation_at_best,exhumation_at_min,exhumation_at_max,exhumation_at_est_best,exhumation_at_est_min,exhumation_at_est_max,heat_flow_best,heat_flow_min,heat_flow_max,borehole,long,lat,x_swiss_grid,y_swiss_grid,distance_thrust_front,distance_thrust_front_perpendicular,distance_thrust_front_parallel,elevation_dem,relief,borehole_loc,long_loc,lat_loc,x_swiss_grid_loc,y_swiss_grid_loc,outcrop_or_borehole,cooling_min,cooling_best,cooling_max,data_type,x_swiss_coords,y_swiss_coords,tectonic_unit,strat_unit,sample_id2,elevation,depth,Rr,s,n,A,MA,source,cooling_surface_vr_min,cooling_surface_vr_best,cooling_surface_vr_max
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.587495,46.679924,,,17893.65191038567,17893.65191038567,124528.93382010203,,,,,,,,outcrop,69.01471890770512,83.16338693234049,100.56300257595142,vr,534880.0,170210.0,Plateau Molasse,USM,114,500.0,0.0,0.55,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),69.01471890770512,83.16338693234049,100.56300257595142
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.668801,46.533149,,,672.5058071158114,672.5058071158114,122701.0691422175,,,,,,,,outcrop,50.65537663651269,67.0873376182847,86.60550674343811,vr,540940.0,153830.0,Plateau Molasse,USM,128,,0.0,0.46,0.03,49.0,0.0,,PhD thesis Roland Schegg (1993),50.65537663651269,67.0873376182847,86.60550674343811
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.804703,46.582298,,,-381.4139308212899,-381.4139308212899,134555.9174484057,,,,,,,,outcrop,130.7010974324971,150.30057612135988,173.03689906047148,vr,551410.0,159200.0,Plateau Molasse,USM,130,,0.0,1.16,0.09,16.0,1.0,,PhD thesis Roland Schegg (1993),130.7010974324971,150.30057612135988,173.03689906047148
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.880711,46.57505,,,-2795.0801015385086,-2795.0801015385086,140715.8177580261,,,,,,,,outcrop,72.26713431521804,89.4793297768586,109.7999628246538,vr,557230.0,158350.0,Subalpine Molasse,USM,280,,0.0,0.59,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),72.26713431521804,89.4793297768586,109.7999628246538
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.937859,46.616067,,,-1430.4055396859715,-1430.4055396859715,146293.57703809507,,,,,,,,outcrop,42.0822135573376,65.11000004298351,90.2977021460619,vr,561640.0,162880.0,Subalpine Molasse,USM,281,,0.0,0.45,0.06,67.0,1.0,,PhD thesis Roland Schegg (1993),42.0822135573376,65.11000004298351,90.2977021460619
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.904386,46.581821,,,-3130.359232719635,-3130.359232719635,142405.5325899711,,,,,,,,outcrop,27.414000124085142,47.499792562452306,70.15451822205067,vr,559050.0,159090.0,Subalpine Molasse,USM,283,,0.0,0.37,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),27.414000124085142,47.499792562452306,70.15451822205067
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.884175,46.606103,,,-21.958284131350418,-21.958284131350418,142556.6733945721,,,,,,,,outcrop,21.924389127895317,42.50043767422948,65.53892765864074,vr,557520.0,161800.0,Subalpine Molasse,USM,274,,0.0,0.35,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),21.924389127895317,42.50043767422948,65.53892765864074
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.928905,46.624124,,,-312.03710011492046,-312.03710011492046,146479.28344070984,,,,,,,,outcrop,48.58927715202983,69.02214849080293,92.0898473192407,vr,560960.0,163780.0,Subalpine Molasse,USM,353,900.0,0.0,0.47,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),48.58927715202983,69.02214849080293,92.0898473192407
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.844829,46.480861,,,-11160.612730470122,-11160.612730470122,137819.99149729285,,,,,,,,outcrop,92.17900570774839,112.25815887110905,135.2455689576802,vr,554400.0,147900.0,Subalpine Molasse,USM,10,630.0,0.0,0.76,0.07,100.0,1.0,,PhD thesis Roland Schegg (1993),92.17900570774839,112.25815887110905,135.2455689576802
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.561592,46.601012,,,11509.147649421799,11509.147649421799,120807.12353718819,,,,,,,,outcrop,44.30524816271383,63.08822421631586,84.7024996032541,vr,532800.0,161460.0,Subalpine Molasse,USM,12,580.0,0.0,0.44,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),44.30524816271383,63.08822421631586,84.7024996032541
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.743766,46.542359,,,-1424.1221214214922,-1424.1221214214922,128162.04695228476,,,,,,,,outcrop,58.46542636904028,81.5126023038201,106.82252473253479,vr,546700.0,154800.0,Subalpine Molasse,USM,100,,0.0,0.54,0.07,45.0,0.0,,PhD thesis Roland Schegg (1993),58.46542636904028,81.5126023038201,106.82252473253479
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.742919,46.547391,,,-923.7049871599578,-923.7049871599578,128331.59648076285,,,,,,,,outcrop,67.3421887812391,89.4793297768586,114.09341492337268,vr,546640.0,155360.0,Subalpine Molasse,USM,101,,0.0,0.59,0.07,70.0,0.0,,PhD thesis Roland Schegg (1993),67.3421887812391,89.4793297768586,114.09341492337268
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.769694,46.554209,,,-1352.999392931414,-1352.999392931414,130650.90096205246,,,,,,,,outcrop,69.0147189077051,87.94142501015098,109.7999628246538,vr,548700.0,156100.0,Subalpine Molasse,USM,102,,0.0,0.58,0.05,50.0,0.0,,PhD thesis Roland Schegg (1993),69.0147189077051,87.94142501015098,109.7999628246538
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.810839,46.604372,,,1589.2320199652404,1589.2320199652404,135964.26095771953,,,,,,,,outcrop,44.30524816271381,69.02214849080293,95.57299942426182,vr,551900.0,161650.0,Subalpine Molasse,USM,104,,0.0,0.47,0.07,60.0,0.0,,PhD thesis Roland Schegg (1993),44.30524816271381,69.02214849080293,95.57299942426182
Wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8153,46.557168,,,-3048.446574819995,-3048.446574819995,137819.99149729285,,,,,,,,outcrop,72.26713431521804,95.3808049119273,120.83309277837628,vr,552200.0,156400.0,Subalpine Molasse,USM,2036,625.0,0.0,0.63,0.08,73.0,0.0,,PhD thesis Roland Schegg (1993),72.26713431521804,95.3808049119273,120.83309277837628
Wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8153,46.557168,,,-3048.446574819995,-3048.446574819995,137819.99149729285,,,,,,,,outcrop,46.473387376014045,67.0873376182847,90.2977021460619,vr,552200.0,156400.0,Subalpine Molasse,USM,2037,625.0,0.0,0.46,0.05,50.0,0.0,,PhD thesis Roland Schegg (1993),46.473387376014045,67.0873376182847,90.2977021460619
Wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.816599,46.557625,,,-2955.7911833435955,-2955.7911833435955,137819.99149729285,,,,,,,,outcrop,39.801431382128776,61.01996673629585,84.7024996032541,vr,552300.0,156450.0,Subalpine Molasse,USM,2038,625.0,0.0,0.43,0.05,50.0,0.0,,PhD thesis Roland Schegg (1993),39.801431382128776,61.01996673629585,84.7024996032541
Wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.816783,46.541658,,,-4579.1675972157855,-4579.1675972157855,132610.42065321963,,,,,,,,outcrop,35.054049461271404,52.23589857795059,72.37854334304613,vr,552300.0,154675.0,Subalpine Molasse,USM,2039,660.0,0.0,0.39,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),35.054049461271404,52.23589857795059,72.37854334304613
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727706,46.782057,,,-2505.983056508331,-2505.983056508331,214929.15908670475,,,,,,,,outcrop,78.43143165771535,98.1924474283229,120.83309277837628,vr,622075.0,181250.0,Subalpine Molasse,USM,354,750.0,0.0,0.65,0.06,50.0,0.0,,PhD thesis Roland Schegg (1993),78.43143165771535,98.1924474283229,120.83309277837628
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.753413,46.755228,,,-6060.388232314336,-6060.388232314336,215271.78346678638,,,,,,,,outcrop,54.64720842850282,70.91622346130654,90.2977021460619,vr,624050.0,178275.0,Subalpine Molasse,USM,355,1160.0,0.0,0.48,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),54.64720842850282,70.91622346130654,90.2977021460619
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.715589,46.781187,,,-2115.6943786364322,-2115.6943786364322,213926.8346112487,,,,,,,,outcrop,54.64720842850283,74.58878391649459,97.26648870730416,vr,621150.0,181150.0,Subalpine Molasse,USM,356,915.0,0.0,0.5,0.05,52.0,0.0,,PhD thesis Roland Schegg (1993),54.64720842850283,74.58878391649459,97.26648870730416
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.760631,46.813453,,,-481.4771104534611,-481.4771104534611,218818.2005907173,,,,,,,,outcrop,75.40336687181927,90.9913861773312,109.7999628246538,vr,624575.0,184750.0,Subalpine Molasse,USM,357,945.0,0.0,0.6,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),75.40336687181927,90.9913861773312,109.7999628246538
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.671077,46.783535,,,-156.98138760476172,-156.98138760476172,211163.91164301804,,,,,,,,outcrop,65.63718032010813,81.5126023038201,100.56300257595142,vr,617750.0,181400.0,Subalpine Molasse,USM,358,680.0,0.0,0.54,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),65.63718032010813,81.5126023038201,100.56300257595142
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723459,46.783642,,,-2198.125311374926,-2198.125311374926,214581.68584727705,,,,,,,,outcrop,48.58927715202984,67.0873376182847,88.47006665272471,vr,621750.0,181425.0,Subalpine Molasse,USM,359,740.0,0.0,0.46,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),48.58927715202984,67.0873376182847,88.47006665272471
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.719543,46.786125,,,-1806.3217888002403,-1806.3217888002403,214471.61768794808,,,,,,,,outcrop,85.57399990907439,102.25171812979984,122.12391908486181,vr,621450.0,181700.0,Subalpine Molasse,USM,360,730.0,0.0,0.68,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),85.57399990907439,102.25171812979984,122.12391908486181
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.671728,46.782634,,,-268.2668037188219,-268.2668037188219,211153.16193789092,,,,,,,,outcrop,60.314024685172896,74.58878391649459,92.0898473192407,vr,617800.0,181300.0,Subalpine Molasse,USM,362,710.0,0.0,0.5,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),60.314024685172896,74.58878391649459,92.0898473192407
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72998,46.778678,,,-2919.2189282837553,-2919.2189282837553,214907.11108729424,,,,,,,,outcrop,56.577070218057884,74.58878391649459,95.57299942426182,vr,622250.0,180875.0,Subalpine Molasse,USM,363,800.0,0.0,0.5,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),56.577070218057884,74.58878391649459,95.57299942426182
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.876368,47.242097,,,5752.764523288041,5752.764523288041,327982.5312165968,,,,,,,,outcrop,48.58927715202983,63.08822421631586,80.77456313648327,vr,708850.0,233350.0,Plateau Molasse,OSM,213,470.0,0.0,0.44,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),48.58927715202983,63.08822421631586,80.77456313648327
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.973001,47.387037,,,15516.11484788179,15516.11484788179,341159.86774069007,,,,,,,,outcrop,24.712089195482378,42.50043767422948,63.14158309434372,vr,715850.0,249600.0,Plateau Molasse,OSM,214,710.0,0.0,0.35,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),24.712089195482378,42.50043767422948,63.14158309434372
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.924144,47.368785,,,15762.614688336862,15762.614688336862,333237.08489663585,,,,,,,,outcrop,27.414000124085142,49.89900775990016,74.55023357381899,vr,712200.0,247500.0,Plateau Molasse,OSM,215,740.0,0.0,0.38,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),27.414000124085142,49.89900775990016,74.55023357381899
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.933485,47.371363,,,15746.112156857795,15746.112156857795,333698.31743751466,,,,,,,,outcrop,-12.272633561562163,12.229632805285684,38.19579217730863,vr,712900.0,247800.0,Plateau Molasse,OSM,216,800.0,0.0,0.25,0.04,40.0,1.0,,PhD thesis Roland Schegg (1993),-12.272633561562163,12.229632805285684,38.19579217730863
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.949752,47.361256,,,14249.024254904229,14249.024254904229,333992.68133973144,,,,,,,,outcrop,3.036496416353244,19.153451192611207,38.19579217730865,vr,714150.0,246700.0,Plateau Molasse,OSM,217,810.0,0.0,0.27,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),3.036496416353244,19.153451192611207,38.19579217730865
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94442,47.359976,,,14260.869416653553,14260.869416653553,333698.31743751466,,,,,,,,outcrop,24.712089195482392,45.03483732695887,67.87557338718557,vr,713750.0,246550.0,Plateau Molasse,OSM,218,845.0,0.0,0.36,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),24.712089195482392,45.03483732695887,67.87557338718557
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.940781,47.376486,,,16072.628010681536,16072.628010681536,333698.31743751466,,,,,,,,outcrop,-21.060479331463217,-3.456111176142835,16.802223994275636,vr,713440.0,248380.0,Plateau Molasse,OSM,219,930.0,0.0,0.21,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),-21.060479331463217,-3.456111176142835,16.802223994275636
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.941952,47.375751,,,15964.603886374663,15964.603886374663,333992.68133973144,,,,,,,,outcrop,9.794074237369912,31.582179282409566,55.5516171269776,vr,713530.0,248300.0,Plateau Molasse,OSM,220,1000.0,0.0,0.31,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),9.794074237369912,31.582179282409566,55.5516171269776
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.056812,47.638674,,,36516.565318688925,36516.565318688925,359087.86506186426,,,,,,,,outcrop,42.0822135573376,58.90303993506606,78.7460732081933,vr,721600.0,277700.0,Plateau Molasse,OSM,222,605.0,0.0,0.42,0.03,50.0,1.0,,PhD thesis Roland Schegg (1993),42.0822135573376,58.90303993506606,78.7460732081933
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.531534,47.271071,,,13110.172685638021,13110.172685638021,295021.18488360924,,,,,,,,outcrop,30.03524483041762,47.499792562452306,67.87557338718558,vr,682700.0,236150.0,Plateau Molasse,OSM,238,730.0,0.0,0.37,0.03,50.0,1.0,,PhD thesis Roland Schegg (1993),30.03524483041762,47.499792562452306,67.87557338718558
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.591699,47.211339,,,5647.942555752212,5647.942555752212,298228.193722934,,,,,,,,outcrop,30.03524483041762,45.03483732695887,63.14158309434372,vr,687350.0,229575.0,Plateau Molasse,OSM,241,555.0,0.0,0.36,0.02,50.0,1.0,,PhD thesis Roland Schegg (1993),30.03524483041762,45.03483732695887,63.14158309434372
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.480298,47.286838,,,15807.42638023666,15807.42638023666,292726.3399861298,,,,,,,,outcrop,42.0822135573376,61.01996673629585,82.75942622565572,vr,678800.0,237850.0,Plateau Molasse,OSM,242a,620.0,0.0,0.43,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),42.0822135573376,61.01996673629585,82.75942622565572
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.480298,47.286838,,,15807.42638023666,15807.42638023666,292726.3399861298,,,,,,,,outcrop,42.08221355733759,69.02214849080293,97.26648870730413,vr,678800.0,237850.0,Plateau Molasse,OSM,242b,62.0,0.0,0.47,0.08,50.0,0.0,,PhD thesis Roland Schegg (1993),42.08221355733759,69.02214849080293,97.26648870730413
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.518693,47.289633,,,15344.745269191568,15344.745269191568,294563.81701325666,,,,,,,,outcrop,70.65598495096188,89.4793297768586,111.25341926385407,vr,681700.0,238200.0,Plateau Molasse,OSM,243,635.0,0.0,0.59,0.05,50.0,0.0,,PhD thesis Roland Schegg (1993),70.65598495096188,89.4793297768586,111.25341926385407
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.611159,47.255896,,,10210.956873272065,10210.956873272065,299408.4233050269,,,,,,,,outcrop,56.57707021805788,70.91622346130654,88.47006665272471,vr,688750.0,234550.0,Plateau Molasse,OSM,244,420.0,0.0,0.48,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),56.57707021805788,70.91622346130654,88.47006665272471
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.611159,47.255896,,,10210.956873272065,10210.956873272065,299408.4233050269,,,,,,,,outcrop,62.12450484278827,81.5126023038201,103.74582061693448,vr,688750.0,234550.0,Plateau Molasse,OSM,245,420.0,0.0,0.54,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),62.12450484278827,81.5126023038201,103.74582061693448
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.677463,47.465695,,,32986.434299480505,32986.434299480505,304204.4006274156,,,,,,,,outcrop,52.67397534798663,70.91622346130654,92.0898473192407,vr,693400.0,257950.0,Plateau Molasse,OSM,246,432.0,0.0,0.48,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),52.67397534798663,70.91622346130654,92.0898473192407
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.542805,47.192973,,,4476.909161958549,4476.909161958549,293888.34001670446,,,,,,,,outcrop,30.03524483041762,47.499792562452306,67.87557338718558,vr,683675.0,227480.0,Plateau Molasse,OSM,247,475.0,0.0,0.37,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),30.03524483041762,47.499792562452306,67.87557338718558
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.582378,47.238419,,,8733.898416124614,8733.898416124614,298426.6286690328,,,,,,,,outcrop,35.054049461271404,56.73509797054007,80.77456313648327,vr,686600.0,232575.0,Plateau Molasse,OSM,248a,650.0,0.0,0.41,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),35.054049461271404,56.73509797054007,80.77456313648327
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.582378,47.238419,,,8733.898416124614,8733.898416124614,298426.6286690328,,,,,,,,outcrop,52.67397534798663,67.0873376182847,84.70249960325413,vr,686600.0,232575.0,Plateau Molasse,OSM,248b,650.0,0.0,0.46,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),52.67397534798663,67.0873376182847,84.70249960325413
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96124,47.253601,,,2864.9627361706143,2864.9627361706143,330481.3453729704,,,,,,,,outcrop,44.30524816271383,63.08822421631586,84.7024996032541,vr,715250.0,234750.0,Plateau Molasse,OMM,211,630.0,0.0,0.44,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),44.30524816271383,63.08822421631586,84.7024996032541
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.240854,47.407708,,,36000.25806442677,36000.25806442677,289100.75734147185,,,,,,,,outcrop,44.30524816271383,63.08822421631586,84.7024996032541,vr,660550.0,251075.0,Plateau Molasse,OMM,226,500.0,0.0,0.44,0.04,50.0,1.0,,PhD thesis Roland Schegg (1993),44.30524816271383,63.08822421631586,84.7024996032541
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.239291,47.039145,,,1817.0576403227456,1817.0576403227456,265953.6426588737,,,,,,,,outcrop,58.46542636904027,74.58878391649459,93.84785430951337,vr,660850.0,210100.0,Plateau Molasse,OMM,237,520.0,0.0,0.5,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),58.46542636904027,74.58878391649459,93.84785430951337
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.232902,47.407538,,,36316.71733580935,36316.71733580935,289100.75734147185,,,,,,,,outcrop,60.3140246851729,78.11728471229827,98.92946300364609,vr,659950.0,251050.0,Plateau Molasse,OMM,300,520.0,0.0,0.52,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),60.3140246851729,78.11728471229827,98.92946300364609
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.362131,47.448403,,,35735.979758525704,35735.979758525704,292358.39942855795,,,,,,,,outcrop,46.473387376014045,63.08822421631586,82.75942622565572,vr,669650.0,255700.0,Plateau Molasse,OMM,311,420.0,0.0,0.44,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),46.473387376014045,63.08822421631586,82.75942622565572
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.959369,47.234284,,,1004.1400204416993,1004.1400204416993,329630.3013409411,,,,,,,,outcrop,65.63718032010813,81.5126023038201,100.56300257595142,vr,715150.0,232600.0,Plateau Molasse,USM,209,490.0,0.0,0.54,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),65.63718032010813,81.5126023038201,100.56300257595142
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.951645,47.241403,,,1975.9025305132252,1975.9025305132252,329475.13167889504,,,,,,,,outcrop,52.67397534798662,69.02214849080293,88.47006665272471,vr,714550.0,233380.0,Plateau Molasse,USM,210,490.0,0.0,0.47,0.03,50.0,1.0,,PhD thesis Roland Schegg (1993),52.67397534798662,69.02214849080293,88.47006665272471
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.521254,47.155144,,,1015.0168461536903,1015.0168461536903,291352.4960328573,,,,,,,,outcrop,46.473387376014045,65.11000004298351,86.60550674343811,vr,682100.0,223252.0,Plateau Molasse,USM,249,535.0,0.0,0.45,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),46.473387376014045,65.11000004298351,86.60550674343811
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.641995,47.158424,,,-788.9862055549988,-788.9862055549988,300369.17355106695,,,,,,,,outcrop,69.0147189077051,87.94142501015098,109.7999628246538,vr,691250.0,223750.0,Subalpine Molasse,USM,239,980.0,0.0,0.58,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),69.0147189077051,87.94142501015098,109.7999628246538
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.385876,47.39341,,,1178.41054347617,1178.41054347617,366819.84942709166,,,,,,,,outcrop,63.898407129945234,79.83096010749175,98.92946300364609,vr,747000.0,251000.0,Subalpine Molasse,USM,52,,0.0,0.53,0.03,50.0,0.0,,PhD thesis Roland Schegg (1993),63.898407129945234,79.83096010749175,98.92946300364609
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.255295,50.256208,,,528097.1865155877,528097.1865155877,120807.12353718819,,,,,,,,outcrop,-0.5478860284190835,22.425274958204863,47.28108012164643,vr,230000.0,580000.0,Unkown,Miocene Fm.,96,,0.0,0.28,0.04,50.0,0.0,,PhD thesis Roland Schegg (1993),-0.5478860284190835,22.425274958204863,47.28108012164643
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.728615,47.378421,,,53182.51275086899,53182.51275086899,257450.0258409649,,,,,,,,outcrop,12.987341662339324,28.63223506612228,47.28108012164643,vr,621900.0,247550.0,Unkown,Oligocene Fm.,223,880.0,0.0,0.3,0.02,50.0,0.0,,PhD thesis Roland Schegg (1993),12.987341662339324,28.63223506612228,47.28108012164643
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.606611,47.4892,,,68558.51370131825,68558.51370131825,257450.0258409649,,,,,,,,outcrop,39.801431382128776,56.73509797054007,76.67199544176499,vr,612660.0,259840.0,Unkown,Oligocene Fm.,2,,0.0,0.41,0.03,97.0,0.0,,PhD thesis Roland Schegg (1993),39.801431382128776,56.73509797054007,76.67199544176499
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36317,47.271274,,,53868.14130285848,53868.14130285848,196635.46977654667,,,,,,,,outcrop,60.3140246851729,83.16338693234049,108.32325009795883,vr,594290.0,235600.0,Unkown,Oligocene Fm.,112,,0.0,0.55,0.07,50.0,1.0,,PhD thesis Roland Schegg (1993),60.3140246851729,83.16338693234049,108.32325009795883
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.344394,47.351401,,,62887.281100253706,62887.281100253706,196635.46977654667,,,,,,,,outcrop,35.054049461271404,56.73509797054007,80.77456313648327,vr,592880.0,244510.0,Unkown,Oligocene Fm.,119,400.0,0.0,0.41,0.05,50.0,1.0,,PhD thesis Roland Schegg (1993),35.054049461271404,56.73509797054007,80.77456313648327
Weid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.344394,47.351401,,,62887.281100253706,62887.281100253706,196635.46977654667,,,,,,,,outcrop,54.64720842850283,72.77124254317327,93.84785430951337,vr,592880.0,244510.0,Unkown,Oligocene Fm.,120,370.0,0.0,0.49,0.04,68.0,1.0,,PhD thesis Roland Schegg (1993),54.64720842850283,72.77124254317327,93.84785430951337
